x_1,x_2,x_3,x_4,y
0.7381976439114336,0.3979748646103492,-0.9093871834137076,0.20237388517315097,183.06333651595
0.5880531703860377,-0.2195572033521932,0.060538498288295536,-0.2863203993109748,123.53748179771986
-0.857154356165468,-0.20382931684071096,0.5065583406962516,0.9249031938513255,-3964.651278914156
0.08793849011081269,-0.3659979103388591,0.35240319975977485,-0.6920146083767915,1307.970034472631
-1.0,-0.2085214149622423,0.5995792990351173,-0.6823544166806825,841.9070647453458
-0.5116528996342444,0.6443745893236399,0.05124888865225833,-0.9203379638374409,1593.1345579220172
-0.9060208596468702,0.8003381514820856,-0.9146772003491223,0.6663952472955249,2468.054572682675
-0.6531915230947295,0.6572183068085992,-0.7772756261279907,0.04055653836349443,-121.9113959930466
-0.306761810227794,-0.51496739348684,0.8549003222044746,-0.8718837670345186,5845.016755605044
0.5416600889346179,-0.4125888074370654,0.087142640329978,-0.6760573810011173,358.82595459911346
-0.28224490350493875,-0.4858388952013749,-0.27578836445158406,0.4148532131913567,277.1805179429798
0.30775666306802196,-0.9294848654478534,-0.32792282042793336,-0.8195976028473793,-1904.55433894405
0.3330602420541894,-0.37836425360086545,-0.967559957921213,-0.565254356165757,-1535.9771933652755
-0.5829881242096943,0.7114889377565191,0.023853624878371955,0.8664526909099042,936.8838303490144
-0.4812331555540326,0.7145401104847114,-0.9900765596954908,-0.37808073141054416,-363.0589615174749
0.0774192863414126,-0.5801481888865776,-0.20212356754512598,-0.1056982138399116,128.99293568360483
0.7680803228386063,-0.5830834568684218,-0.724036271544068,0.22258063919651003,222.75580510619736
-0.5946475013436187,-0.05541292584045366,-0.3717471561274594,0.5766663053690579,771.0733914093413
0.7224885840954107,0.07866217116789896,0.744422731490853,-0.7129318189271647,2992.746153364152
-0.814452986732347,0.7863872772887526,0.5081548528712292,-0.1638743451078078,-357.5096449316472
-0.2321568260942833,0.38765445405262633,0.9717800496651472,-0.8058337026402069,5902.663533139471
-0.8701045444017979,-0.411544957961297,-0.1404000317563405,-0.37810323793773604,-788.0511988214952
-0.8230930127081534,-0.20372263253661052,-0.660549929668692,0.7860591271927113,2989.800381688468
0.3479545065114934,0.686115617559179,0.44598531195788477,0.6496056262877747,-561.4471593554113
-0.06668403753302507,0.921990924242216,0.47069705124317096,-0.8631479153651136,4254.410696185678
-0.9041161872879594,-0.18791809503961432,0.2603153854076974,0.8218028249567503,-1875.721239304455
0.4605125472947795,-0.6384726011625822,-0.49097494234653904,-0.928714280869028,-3636.498408286912
-0.9283733262266426,-0.022307903961202583,0.12894671659281892,0.9151520480106484,-1126.6671529896769
0.5643908825988921,-0.7173695068930303,-0.2550969024965648,0.8431343098237137,1824.5061320854732
-0.9709861256130922,-0.2364583973447683,0.31678065302481606,-0.4339358338858521,-794.6317053046406
0.6665953577862263,0.7854104341285753,-0.30151277337089677,-0.9848624224132265,-1396.3527011018043
0.1815874746049081,0.3889349675813199,0.47102920847228313,-0.4629224814548022,747.5921434565241
