x_1,x_2,y
0.5235010077833055,-0.6179393791497099,-1631.0153329186965
0.30480061496013167,-0.5952037430046985,-939.8250760427554
0.34685847940342507,-0.5454331124606738,-657.3483722518133
-0.22354723375551877,-0.4648790340731238,-249.62973746128097
-0.4412205782472231,-0.38671784685172256,-198.9288175198504
0.24772913900422477,0.7258934898318173,-1905.0824625501468
-0.6600793906679369,0.6664233494010477,-2400.618620904085
0.9608550597780784,0.010522766811680902,-7488.05159712855
-0.8332201251869739,-0.22022855536712466,-3254.0141078464826
0.32907403267601554,-0.9453387476374233,-7111.214031554698
0.9787877675048611,0.7928060487814957,-10960.21795859262
0.17738765381399713,0.1644195375277251,40.60558188389204
0.8988624835790652,-0.8599294797106248,-10429.553400482184
-0.07930064106838701,-0.3670141604280552,-54.80188862680771
-0.5077411364967375,0.7742870608130623,-2863.075248334538
-0.23994709188937527,-0.600460109302175,-952.8834088700664
-0.46828202101715427,-0.7754245078952634,-3225.1269701228184
0.8465544178708512,-0.11172640969908079,-4396.593430349931
0.9927783502818512,-0.9146459432113789,-14747.888992151276
0.09720177730516329,0.8068050416062521,-3098.3573892583363
0.48059922257885435,-0.9008663727899089,-6126.495505543307
0.29158159164200403,-0.6653136403305137,-1553.6356281646738
0.8681223461606078,-0.31243552914171646,-4905.689652519093
0.14346264701548375,0.8695931457903614,-4316.547156872456
-0.7175727519752529,0.9990613661526339,-9576.18707846106
-0.8612286010315467,0.49898098427500187,-4095.156831034613
0.6656715164388994,-0.9096258764314765,-7597.679114917572
0.6291540341490425,0.5156583542159855,-1568.530584135672
0.9872795190479335,-0.8139959574677398,-12144.845909105608
0.6886429579533861,0.7712418565622293,-4357.05494234062
0.3118834424356538,-0.6094351104728731,-1053.212000846878
-0.5464939413803392,-0.6535249738024591,-1860.6467478133573
0.6836115634253579,-0.872316481433972,-6815.009367539799
-0.003478193336068032,-0.7740562709744895,-3033.016659655147
-0.7823873068791569,0.9046255788904908,-7619.718302859204
-0.32766026278329324,-0.7886171936523112,-3277.106707980749
0.2507368218522432,-0.4241464331525346,-140.4245852916135
-0.44521867818426397,0.5805476293754277,-777.6339627607585
0.42946783069570127,0.07631657437611612,-177.0097724074475
1.0,-0.9071144745992673,-14797.61319544012
-0.2606106017630815,-0.719235243833138,-2178.527091213845
-0.5214798797856119,-0.3414083175906314,-352.1531929136879
