x_1,x_2,x_3,x_4,x_5,y
0.5046988680956165,-0.33934729070146047,0.5507203599855656,-0.029305473046847132,-0.6490328091823779,217.59942702531856
-0.46794247339323464,0.25544915586910594,-0.1263663766425163,0.2843204874213396,0.33231522886157433,212.3349177228688
0.43026694144235716,-0.7411271306648648,-0.01079592073895306,-0.6701570333150891,0.8743380941991392,-2629.234755154808
-0.7238680423373542,-0.9489313721472682,0.46240465660425106,0.5209934851700985,-0.3604497986777779,422.3546696605072
0.48265999954307914,-0.9200502912807478,0.18213122228383877,-0.2639267520620883,0.20643031201500375,-159.38110154986697
-0.26098568236890907,0.2362759382095029,-0.5979574117681535,0.5229982015199452,-0.403740640039977,-89.5735484187756
-0.4071989687426389,0.8927383739646914,0.7208862726004531,0.7021411256374995,-0.053231869023126474,470.7908449806532
-0.7074784419138058,-0.5047527136753363,0.27904030239785355,-0.9419023362029674,0.4935667070440324,-1119.009143452175
0.6752568683030196,-0.8955770943871197,0.8410056359489868,0.8484666503322122,0.4448245178125166,203.8912057299416
-0.04812014851482264,0.877418192658019,0.4364720535540383,0.6068011041394687,-0.6645987047330733,-365.8067684438765
0.13805015191947387,-0.7803371257982953,0.25813084800477804,0.4116136352416651,-0.27146133717670373,157.69604387144247
-0.06307541467523181,0.7897479442530128,0.2090859778025182,0.908365383564131,-0.5336300495803292,-789.3500973788114
0.9815014953537886,0.5921377630836803,0.969680507996006,-0.22973701096956323,-0.5995357010386891,672.9862814670919
-0.4504831680007179,0.19285647698514022,-0.7621145365213847,-0.5577149257274281,-0.7695882629621451,1160.2508958933886
-0.7817336932017687,-0.4358484847659006,0.02982824202658245,-0.3802133725771973,-0.19328183523607675,-46.21600993303895
-0.13904854140688755,-0.24737580966397937,-0.5320898670115496,-0.5472985086858019,-0.7055575747695386,839.8331558022818
-0.32114596902630277,-0.9625607273931555,-0.4629618492147665,0.6327329530818685,0.6642211683207642,644.3838690448388
-1.0,0.006492115710617106,0.578780437639431,-0.4381687177419806,-0.22712611962427195,-685.3965640307661
0.15163180016581282,0.3820976181820495,0.9891154695139637,-0.8878687398041633,-0.30023257209100696,361.7864003801366
0.4288663467414216,0.5661927949141814,-0.7158362442627159,0.42599040985073466,0.10240138022224811,14.20808033817869
-0.9494277898048122,0.22979079215396658,-0.7172805983298111,0.8890024551265502,0.9172134305537955,1388.1602793817538
0.41736377755110105,0.18162024239914223,-0.8863193592423149,-0.7486694971966174,-0.1617864281690218,-324.13344720503744
-0.6868637512869311,0.4961396078000798,0.811283099077812,0.782978988832463,0.6931891774801072,1318.750261587155
-0.7484935506832338,0.3200998644226432,0.09019864361067868,0.5395394026339352,-0.22348131252858303,-143.21228879463274
0.3629749694279052,-0.2827616036122501,-0.6947845311128585,0.809763806183262,-0.11809904943704114,-557.9589236832866
-0.3184002773589207,0.298241896698542,-0.7870227026310423,0.4787371375504528,-0.15138000886306616,127.87237649648024
-0.4910617769359987,0.12982475370193433,-0.720661210349715,-0.7627278233930771,0.17223103238081205,-464.3491707538509
0.6652340328077717,0.0672115982935239,0.7589900456142442,0.21452352019630147,-0.7335449122671565,19.665461625558265
0.08569278344879418,0.7858252426693719,0.23688811530531412,-0.17379516498280675,0.5705715460386097,137.50439354904634
0.010472054745859244,0.7600347052804678,-0.8260102914139322,-0.876838023411781,-0.05515915743224621,-725.4070959285101
-0.8407839410812625,-0.6030057198587732,-0.1587784638115096,0.713827116189632,0.6346655774005124,251.38098518330503
0.41193893445226365,0.4875721703482201,-0.7326428063115059,0.20749424177734674,-0.25811015370574975,239.12215555002396
-0.4504441643507571,-0.4225656678751163,-0.3648100715237256,-0.5050497145348503,0.702734597871396,-999.3733775423724
0.6366825831806472,-0.6085352675739759,-0.997017012249491,0.3364437796457938,0.601433511484149,361.8204662942949
0.7332786792901773,-0.807184314956861,-0.19842346382479156,-0.8439358615635079,0.2220476745928549,-791.1814684945689
